,instance_type,price,time
171294,c3.8xlarge,0.3925,12305
171347,i3.large,0.1113,12211
171366,c3.8xlarge,0.4031,12185
171432,c3.2xlarge,0.4154,12064
171443,c3.8xlarge,1.7397,12028
171456,c3.8xlarge,0.5029,11995
171490,c3.2xlarge,0.4151,11944
171512,c3.2xlarge,0.0977,11882
171517,c3.8xlarge,1.7397,11860
171549,c3.2xlarge,0.1976,11760
171554,c3.8xlarge,0.5031,11755
171561,c3.8xlarge,1.7403,11734
171615,c3.8xlarge,0.4924,11575
171654,c3.8xlarge,0.3925,11455
171721,c3.8xlarge,1.7415,11275
171730,i3.2xlarge,0.2154,11246
171743,c3.8xlarge,1.7397,11233
171758,c3.2xlarge,0.1977,11182
171773,c3.2xlarge,0.0976,11160
171778,c3.8xlarge,0.3924,11153
171800,c3.8xlarge,0.4925,11093
171803,c3.8xlarge,0.4032,11093
171814,c3.2xlarge,0.0976,11046
171845,c3.8xlarge,0.4033,10973
171862,c3.8xlarge,0.5038,10913
171865,c3.8xlarge,1.7475,10905
171902,c3.2xlarge,0.4152,10841
171935,c3.2xlarge,0.0969,10802
171940,c3.8xlarge,1.6498,10782
171971,c3.8xlarge,1.7708,10697
171977,c3.2xlarge,0.097,10683
171991,c3.8xlarge,1.7698,10614
172016,c3.2xlarge,0.1969,10565
172036,c3.2xlarge,0.097,10503
172043,c3.8xlarge,1.7798,10489
172054,c3.8xlarge,1.7763,10447
172070,c3.8xlarge,1.7798,10405
172084,c3.8xlarge,1.7822,10363
172103,c3.8xlarge,0.406,10313
172145,c3.8xlarge,0.4924,10253
172148,c3.8xlarge,0.4054,10253
172153,c3.8xlarge,1.7639,10237
172257,c3.8xlarge,0.4927,9951
172260,c3.8xlarge,0.4033,9951
172269,c3.2xlarge,0.1977,9935
172288,c3.2xlarge,0.1968,9901
172297,c3.8xlarge,0.3928,9891
172305,c3.8xlarge,1.6502,9860
172372,c3.2xlarge,0.4156,9649
172382,i3.large,0.1113,9613
172411,c3.8xlarge,0.4033,9527
172425,i3.large,0.1112,9491
172547,i3.2xlarge,0.2154,9202
172560,c3.2xlarge,0.0967,9181
172604,c3.8xlarge,0.5034,9105
172651,c3.8xlarge,0.4033,9045
172684,c3.2xlarge,0.0968,8991
172703,i3.large,0.1103,8947
172732,c3.8xlarge,0.4034,8865
172770,i3.2xlarge,0.441,8764
172798,i3.2xlarge,0.4436,8700
172805,c3.2xlarge,0.1968,8669
172821,c3.2xlarge,0.0967,8649
172856,c3.8xlarge,1.7435,8561
172867,i3.2xlarge,0.4601,8536
172899,c3.8xlarge,0.5035,8461
172925,c3.8xlarge,1.7448,8393
172972,c3.2xlarge,0.1968,8281
173072,c3.8xlarge,0.4925,8027
173117,c3.2xlarge,0.1969,7921
173166,c3.8xlarge,1.7435,7811
173195,c3.2xlarge,0.4149,7747
173260,c3.8xlarge,0.4038,7605
173291,c3.2xlarge,0.415,7551
173303,c3.8xlarge,0.5036,7531
173336,c3.8xlarge,0.3927,7493
173364,c3.8xlarge,0.3926,7433
173401,c3.8xlarge,0.5033,7373
173442,c3.8xlarge,0.5045,7313
173474,c3.2xlarge,0.4149,7265
173495,c3.2xlarge,0.0968,7243
173546,i3.8xlarge,1.764,7152
173597,c3.8xlarge,0.506,7071
173630,c3.8xlarge,1.7719,7018
173635,i3.large,0.1112,7011
173684,c3.8xlarge,0.5071,6889
173702,i3.large,0.1112,6829
173721,c3.8xlarge,0.407,6767
173738,c3.8xlarge,0.406,6705
173776,c3.8xlarge,0.4053,6645
173816,c3.2xlarge,0.4156,6546
173962,i3.large,0.1112,6287
174039,c3.8xlarge,0.4927,6105
174044,c3.8xlarge,1.7415,6093
174080,c3.8xlarge,1.6508,6051
174095,c3.2xlarge,0.4156,6022
174099,c3.2xlarge,0.4153,6012
174108,c3.2xlarge,0.415,6007
174121,c3.2xlarge,0.4147,5996
174126,c3.2xlarge,0.4144,5986
174132,c3.2xlarge,0.414,5976
174135,c3.2xlarge,0.4137,5966
174166,c3.8xlarge,1.7415,5885
174352,c3.8xlarge,1.7409,5469
174388,i3.2xlarge,0.1139,5402
174444,c3.8xlarge,1.7415,5301
174471,i3.large,0.1113,5240
174495,c3.8xlarge,1.7409,5175
174540,c3.8xlarge,1.7403,5091
174597,c3.8xlarge,1.7409,4965
174660,i3.2xlarge,0.2152,4816
174712,c3.2xlarge,0.4137,4746
174750,c3.2xlarge,0.0974,4620
174782,i3.2xlarge,0.2151,4516
174803,c3.8xlarge,1.7397,4465
174868,c3.2xlarge,0.4148,4304
174871,c3.8xlarge,0.4028,4290
174881,c3.2xlarge,0.1968,4248
174887,c3.8xlarge,0.4029,4228
174939,c3.2xlarge,0.1975,4082
174975,c3.2xlarge,0.1974,4020
174997,c3.8xlarge,0.393,3988
175015,c3.2xlarge,0.0976,3960
175044,c3.2xlarge,0.0978,3890
175075,c3.8xlarge,0.5025,3808
175082,c3.8xlarge,1.6508,3796
175093,c3.8xlarge,0.5031,3748
175097,c3.2xlarge,0.0977,3742
175137,c3.8xlarge,0.493,3688
175140,c3.8xlarge,0.4045,3688
175156,c3.2xlarge,0.0978,3660
175189,c3.8xlarge,0.4929,3626
175222,c3.8xlarge,0.5053,3566
175250,c3.8xlarge,0.493,3504
175253,c3.8xlarge,0.405,3504
175266,c3.8xlarge,1.7629,3463
175277,c3.8xlarge,0.3929,3444
175287,c3.8xlarge,1.762,3422
175343,c3.8xlarge,1.6509,3296
175408,c3.8xlarge,1.7708,3172
175416,c3.8xlarge,0.3929,3142
175443,c3.8xlarge,1.6508,3088
175448,c3.8xlarge,0.4052,3082
175480,c3.8xlarge,0.4045,3020
175504,c3.8xlarge,0.393,2960
175524,c3.8xlarge,0.5025,2900
175538,c3.8xlarge,1.6508,2882
175562,c3.8xlarge,0.5026,2840
175591,c3.8xlarge,0.5027,2780
175601,c3.8xlarge,1.7385,2756
175634,c3.2xlarge,0.1976,2670
175639,c3.8xlarge,0.4026,2660
175674,c3.8xlarge,0.5025,2598
175677,c3.2xlarge,0.1977,2598
175680,c3.8xlarge,1.7373,2591
175691,i3.2xlarge,0.441,2574
175700,i3.2xlarge,0.4504,2548
175725,c3.8xlarge,0.4026,2478
175745,c3.8xlarge,1.7391,2425
175762,c3.2xlarge,0.1977,2398
175791,c3.8xlarge,1.7373,2299
175799,c3.2xlarge,0.1976,2282
175815,c3.8xlarge,0.5024,2238
175832,c3.2xlarge,0.0966,2220
175838,c3.2xlarge,0.0977,2210
175848,c3.8xlarge,0.4025,2178
175871,c3.8xlarge,0.5024,2118
175913,c3.8xlarge,0.5026,1996
176002,c3.8xlarge,1.6509,1845
176042,c3.8xlarge,1.651,1765
176048,c3.8xlarge,0.4026,1754
176069,c3.8xlarge,0.4028,1694
176099,c3.2xlarge,0.414,1620
176115,c3.8xlarge,0.5025,1572
176138,c3.8xlarge,1.7385,1512
176141,c3.8xlarge,0.4026,1512
176174,c3.2xlarge,0.4142,1446
176211,c3.2xlarge,0.0976,1380
176230,c3.8xlarge,0.493,1332
176270,c3.8xlarge,1.7373,1262
176286,c3.8xlarge,1.7289,1220
176366,c3.2xlarge,0.1976,1078
176378,c3.8xlarge,1.7284,1052
176477,i3.2xlarge,0.2153,835
176506,i3.2xlarge,0.2154,775
176566,c3.8xlarge,1.7289,674
176577,i3.2xlarge,0.2153,655
176653,c3.8xlarge,1.6511,506
176667,c3.8xlarge,0.3931,486
176732,c3.2xlarge,0.1975,360
176737,c3.2xlarge,0.0968,342
176762,c3.2xlarge,0.4143,300
176811,c3.8xlarge,0.4979,184
176818,i3.2xlarge,0.1152,173
176844,c3.8xlarge,1.6507,128
176849,c3.8xlarge,0.3929,122
176854,c3.8xlarge,0.3933,120
176883,i3.2xlarge,0.1151,101
176919,i3.2xlarge,0.1142,69
176933,c3.8xlarge,0.3941,66
176956,c3.2xlarge,0.0968,58
176985,i3.2xlarge,0.212,37
177024,c3.8xlarge,0.3938,0
