instance,variant,node,start_kind,pool,cold_start_s,data_read_s,compute_s,data_write_s,read_mb,wrote_mb
5,scenario-01,step-3,warm,ondemand,0.000,0.0032,0.1483,0.0031,2.10,2.10
4,scenario-01,step-24,warm,ondemand,0.000,0.0033,0.1483,0.0046,2.10,2.10
5,scenario-01,step-4,warm,ondemand,0.000,0.0034,0.1495,0.0030,2.10,2.10
4,scenario-01,step-25,warm,ondemand,0.000,0.0034,0.1508,0.0032,2.10,2.10
5,scenario-01,step-5,warm,ondemand,0.000,0.0032,0.1543,0.0049,2.10,2.10
3,scenario-02,step-34,warm,ondemand,0.000,0.0091,0.4843,0.0098,6.29,6.29
4,scenario-01,step-26,warm,ondemand,0.000,0.0034,0.1595,0.0037,2.10,2.10
5,scenario-01,step-6,warm,ondemand,0.000,0.0036,0.1476,0.0033,2.10,2.10
5,scenario-01,step-7,warm,ondemand,0.000,0.0035,0.1487,0.0034,2.10,2.10
4,scenario-01,step-27,warm,ondemand,0.000,0.0034,0.2494,0.0091,2.10,6.29
5,scenario-01,step-8,warm,ondemand,0.000,0.0031,0.1507,0.0031,2.10,2.10
3,scenario-02,step-35,warm,ondemand,0.000,0.0095,0.4811,0.0089,6.29,6.29
5,scenario-01,step-9,warm,ondemand,0.000,0.0033,0.1478,0.0031,2.10,2.10
5,scenario-01,step-10,warm,ondemand,0.000,0.0032,0.1497,0.0032,2.10,2.10
4,scenario-01,step-28,warm,ondemand,0.000,0.0096,0.4905,0.0097,6.29,6.29
5,scenario-01,step-11,warm,ondemand,0.000,0.0032,0.1677,0.0035,2.10,2.10
3,scenario-02,step-36,warm,ondemand,0.000,0.0096,0.4973,0.0096,6.29,6.29
5,scenario-01,step-12,warm,ondemand,0.000,0.0037,0.1589,0.0056,2.10,2.10
5,scenario-01,step-13,warm,ondemand,0.000,0.0032,0.1601,0.0031,2.10,2.10
4,scenario-01,step-29,warm,ondemand,0.000,0.0091,0.5197,0.0107,6.29,6.29
5,scenario-01,step-14,warm,ondemand,0.000,0.0032,0.1604,0.0033,2.10,2.10
3,scenario-02,step-37,warm,ondemand,0.000,0.0111,0.5092,0.0089,6.29,6.29
5,scenario-01,step-15,warm,ondemand,0.000,0.0034,0.1489,0.0041,2.10,2.10
5,scenario-01,step-16,warm,ondemand,0.000,0.0032,0.1566,0.0032,2.10,2.10
4,scenario-01,step-30,warm,ondemand,0.000,0.0109,0.4936,0.0098,6.29,6.29
5,scenario-01,step-17,warm,ondemand,0.000,0.0032,0.1493,0.0033,2.10,2.10
3,scenario-02,step-38,warm,ondemand,0.000,0.0096,0.4817,0.0092,6.29,6.29
5,scenario-01,step-18,warm,ondemand,0.000,0.0033,0.1465,0.0031,2.10,2.10
5,scenario-01,step-19,warm,ondemand,0.000,0.0032,0.1512,0.0033,2.10,2.10
4,scenario-01,step-31,warm,ondemand,0.000,0.0113,0.4840,0.0096,6.29,6.29
5,scenario-01,step-20,warm,ondemand,0.000,0.0034,0.1482,0.0031,2.10,2.10
3,scenario-02,step-39,warm,ondemand,0.000,0.0093,0.4843,0.0091,6.29,6.29
5,scenario-01,step-21,warm,ondemand,0.000,0.0038,0.1495,0.0031,2.10,2.10
5,scenario-01,step-22,warm,ondemand,0.000,0.0032,0.1526,0.0033,2.10,2.10
4,scenario-01,step-32,warm,ondemand,0.000,0.0091,0.4897,0.0117,6.29,6.29
5,scenario-01,step-23,warm,ondemand,0.000,0.0032,0.1524,0.0031,2.10,2.10
3,scenario-02,step-40,warm,ondemand,0.000,0.0094,0.4994,0.0093,6.29,6.29
5,scenario-01,step-24,warm,ondemand,0.000,0.0032,0.1569,0.0036,2.10,2.10
5,scenario-01,step-25,warm,ondemand,0.000,0.0034,0.1548,0.0030,2.10,2.10
4,scenario-01,step-33,warm,ondemand,0.000,0.0091,0.4922,0.0100,6.29,6.29
3,scenario-02,step-41,warm,ondemand,0.000,0.0109,0.3709,0.0018,6.29,1.05
5,scenario-01,step-26,warm,ondemand,0.000,0.0035,0.1595,0.0031,2.10,2.10
5,scenario-01,step-27,warm,ondemand,0.000,0.0035,0.2447,0.0127,2.10,6.29
4,scenario-01,step-34,warm,ondemand,0.000,0.0093,0.4852,0.0094,6.29,6.29
5,scenario-01,step-28,warm,ondemand,0.000,0.0093,0.4598,0.0092,6.29,6.29
4,scenario-01,step-35,warm,ondemand,0.000,0.0092,0.4847,0.0087,6.29,6.29
5,scenario-01,step-29,warm,ondemand,0.000,0.0089,0.4729,0.0092,6.29,6.29
4,scenario-01,step-36,warm,ondemand,0.000,0.0090,0.4677,0.0089,6.29,6.29
5,scenario-01,step-30,warm,ondemand,0.000,0.0088,0.4785,0.0091,6.29,6.29
4,scenario-01,step-37,warm,ondemand,0.000,0.0093,0.4719,0.0088,6.29,6.29
5,scenario-01,step-31,warm,ondemand,0.000,0.0090,0.4763,0.0096,6.29,6.29
4,scenario-01,step-38,warm,ondemand,0.000,0.0090,0.4686,0.0094,6.29,6.29
5,scenario-01,step-32,warm,ondemand,0.000,0.0099,0.4873,0.0090,6.29,6.29
4,scenario-01,step-39,warm,ondemand,0.000,0.0091,0.4637,0.0087,6.29,6.29
5,scenario-01,step-33,warm,ondemand,0.000,0.0088,0.4722,0.0087,6.29,6.29
4,scenario-01,step-40,warm,ondemand,0.000,0.0098,0.4647,0.0088,6.29,6.29
4,scenario-01,step-41,warm,ondemand,0.000,0.0088,0.3419,0.0018,6.29,1.05
5,scenario-01,step-34,warm,ondemand,0.000,0.0094,0.4720,0.0090,6.29,6.29
5,scenario-01,step-35,warm,ondemand,0.000,0.0087,0.4686,0.0096,6.29,6.29
5,scenario-01,step-36,warm,ondemand,0.000,0.0090,0.4617,0.0088,6.29,6.29
5,scenario-01,step-37,warm,ondemand,0.000,0.0090,0.4744,0.0089,6.29,6.29
5,scenario-01,step-38,warm,ondemand,0.000,0.0089,0.4632,0.0091,6.29,6.29
5,scenario-01,step-39,warm,ondemand,0.000,0.0089,0.4681,0.0090,6.29,6.29
5,scenario-01,step-40,warm,ondemand,0.000,0.0102,0.4638,0.0090,6.29,6.29
5,scenario-01,step-41,warm,ondemand,0.000,0.0094,0.3540,0.0019,6.29,1.05
