instance,variant,node,start_kind,pool,cold_start_s,data_read_s,compute_s,data_write_s,read_mb,wrote_mb
4,scenario-01,step-14,warm,reserved,0.000,0.0033,0.1450,0.0030,2.10,2.10
4,scenario-01,step-15,warm,reserved,0.000,0.0032,0.1504,0.0031,2.10,2.10
3,scenario-02,step-30,warm,reserved,0.000,0.0091,0.4787,0.0091,6.29,6.29
4,scenario-01,step-16,warm,reserved,0.000,0.0031,0.1484,0.0031,2.10,2.10
4,scenario-01,step-17,warm,reserved,0.000,0.0031,0.1439,0.0030,2.10,2.10
4,scenario-01,step-18,warm,reserved,0.000,0.0031,0.1500,0.0031,2.10,2.10
3,scenario-02,step-31,warm,reserved,0.000,0.0092,0.4818,0.0093,6.29,6.29
4,scenario-01,step-19,warm,reserved,0.000,0.0032,0.1466,0.0031,2.10,2.10
4,scenario-01,step-20,warm,reserved,0.000,0.0031,0.1490,0.0035,2.10,2.10
3,scenario-02,step-32,warm,reserved,0.000,0.0099,0.4825,0.0088,6.29,6.29
5,scenario-01,step-0,cold,ondemand,1.051,0.0000,0.1009,0.0031,0.00,2.10
4,scenario-01,step-21,warm,reserved,0.000,0.0034,0.1489,0.0033,2.10,2.10
5,scenario-01,step-1,warm,ondemand,0.000,0.0046,0.1553,0.0034,2.10,2.10
4,scenario-01,step-22,warm,reserved,0.000,0.0035,0.1503,0.0033,2.10,2.10
5,scenario-01,step-2,warm,ondemand,0.000,0.0031,0.1505,0.0031,2.10,2.10
3,scenario-02,step-33,warm,reserved,0.000,0.0091,0.4913,0.0098,6.29,6.29
4,scenario-01,step-23,warm,reserved,0.000,0.0038,0.1541,0.0036,2.10,2.10
5,scenario-01,step-3,warm,ondemand,0.000,0.0033,0.1504,0.0032,2.10,2.10
4,scenario-01,step-24,warm,reserved,0.000,0.0035,0.1513,0.0034,2.10,2.10
5,scenario-01,step-4,warm,ondemand,0.000,0.0032,0.1508,0.0034,2.10,2.10
4,scenario-01,step-25,warm,reserved,0.000,0.0034,0.1543,0.0044,2.10,2.10
5,scenario-01,step-5,warm,ondemand,0.000,0.0035,0.1551,0.0035,2.10,2.10
3,scenario-02,step-34,warm,reserved,0.000,0.0116,0.4803,0.0096,6.29,6.29
4,scenario-01,step-26,warm,reserved,0.000,0.0034,0.1573,0.0031,2.10,2.10
5,scenario-01,step-6,warm,ondemand,0.000,0.0033,0.1500,0.0034,2.10,2.10
4,scenario-01,step-27,warm,reserved,0.000,0.0033,0.2505,0.0089,2.10,6.29
5,scenario-01,step-7,warm,ondemand,0.000,0.0033,0.1499,0.0030,2.10,2.10
5,scenario-01,step-8,warm,ondemand,0.000,0.0034,0.1564,0.0032,2.10,2.10
3,scenario-02,step-35,warm,reserved,0.000,0.0108,0.4783,0.0103,6.29,6.29
5,scenario-01,step-9,warm,ondemand,0.000,0.0031,0.1526,0.0032,2.10,2.10
4,scenario-01,step-28,warm,reserved,0.000,0.0094,0.4939,0.0091,6.29,6.29
5,scenario-01,step-10,warm,ondemand,0.000,0.0034,0.1507,0.0040,2.10,2.10
5,scenario-01,step-11,warm,ondemand,0.000,0.0037,0.1580,0.0036,2.10,2.10
3,scenario-02,step-36,warm,reserved,0.000,0.0096,0.4960,0.0096,6.29,6.29
5,scenario-01,step-12,warm,ondemand,0.000,0.0039,0.1562,0.0034,2.10,2.10
4,scenario-01,step-29,warm,reserved,0.000,0.0151,0.5151,0.0097,6.29,6.29
5,scenario-01,step-13,warm,ondemand,0.000,0.0032,0.1527,0.0050,2.10,2.10
3,scenario-02,step-37,warm,reserved,0.000,0.0108,0.4905,0.0096,6.29,6.29
5,scenario-01,step-14,warm,ondemand,0.000,0.0032,0.1531,0.0036,2.10,2.10
5,scenario-01,step-15,warm,ondemand,0.000,0.0055,0.1516,0.0038,2.10,2.10
5,scenario-01,step-16,warm,ondemand,0.000,0.0034,0.1559,0.0031,2.10,2.10
4,scenario-01,step-30,warm,reserved,0.000,0.0090,0.5041,0.0093,6.29,6.29
3,scenario-02,step-38,warm,reserved,0.000,0.0111,0.4846,0.0090,6.29,6.29
5,scenario-01,step-17,warm,ondemand,0.000,0.0033,0.1499,0.0032,2.10,2.10
5,scenario-01,step-18,warm,ondemand,0.000,0.0035,0.1497,0.0034,2.10,2.10
5,scenario-01,step-19,warm,ondemand,0.000,0.0035,0.1541,0.0040,2.10,2.10
4,scenario-01,step-31,warm,reserved,0.000,0.0095,0.4951,0.0104,6.29,6.29
3,scenario-02,step-39,warm,reserved,0.000,0.0090,0.4711,0.0093,6.29,6.29
