instance,variant,node,start_kind,pool,cold_start_s,data_read_s,compute_s,data_write_s,read_mb,wrote_mb
3,scenario-02,step-32,warm,ondemand,0.000,0.0137,0.5148,0.0110,6.29,6.29
5,scenario-01,step-2,warm,ondemand,0.000,0.0039,0.1617,0.0035,2.10,2.10
4,scenario-01,step-24,warm,ondemand,0.000,0.0040,0.1408,0.0041,2.10,2.10
5,scenario-01,step-3,warm,ondemand,0.000,0.0036,0.1478,0.0231,2.10,2.10
4,scenario-01,step-25,warm,ondemand,0.000,0.0033,0.1715,0.0044,2.10,2.10
5,scenario-01,step-4,warm,ondemand,0.000,0.0036,0.1554,0.0039,2.10,2.10
4,scenario-01,step-26,warm,ondemand,0.000,0.0042,0.1570,0.0052,2.10,2.10
5,scenario-01,step-5,warm,ondemand,0.000,0.0034,0.1585,0.0043,2.10,2.10
3,scenario-02,step-33,warm,ondemand,0.000,0.0101,0.5317,0.0105,6.29,6.29
5,scenario-01,step-6,warm,ondemand,0.000,0.0037,0.1595,0.0034,2.10,2.10
4,scenario-01,step-27,warm,ondemand,0.000,0.0037,0.2660,0.0146,2.10,6.29
5,scenario-01,step-7,warm,ondemand,0.000,0.0035,0.1516,0.0038,2.10,2.10
5,scenario-01,step-8,warm,ondemand,0.000,0.0041,0.1458,0.0070,2.10,2.10
3,scenario-02,step-34,warm,ondemand,0.000,0.0104,0.5637,0.0098,6.29,6.29
5,scenario-01,step-9,warm,ondemand,0.000,0.0035,0.1600,0.0054,2.10,2.10
4,scenario-01,step-28,warm,ondemand,0.000,0.0131,0.5305,0.0132,6.29,6.29
5,scenario-01,step-10,warm,ondemand,0.000,0.0037,0.1654,0.0060,2.10,2.10
5,scenario-01,step-11,warm,ondemand,0.000,0.0054,0.1544,0.0059,2.10,2.10
3,scenario-02,step-35,warm,ondemand,0.000,0.0136,0.5586,0.0129,6.29,6.29
5,scenario-01,step-12,warm,ondemand,0.000,0.0033,0.1532,0.0038,2.10,2.10
4,scenario-01,step-29,warm,ondemand,0.000,0.0116,0.5390,0.0100,6.29,6.29
5,scenario-01,step-13,warm,ondemand,0.000,0.0037,0.1522,0.0035,2.10,2.10
5,scenario-01,step-14,warm,ondemand,0.000,0.0035,0.1553,0.0098,2.10,2.10
3,scenario-02,step-36,warm,ondemand,0.000,0.0114,0.5482,0.0114,6.29,6.29
5,scenario-01,step-15,warm,ondemand,0.000,0.0048,0.1432,0.0036,2.10,2.10
4,scenario-01,step-30,warm,ondemand,0.000,0.0108,0.5388,0.0107,6.29,6.29
5,scenario-01,step-16,warm,ondemand,0.000,0.0036,0.1545,0.0038,2.10,2.10
5,scenario-01,step-17,warm,ondemand,0.000,0.0033,0.1389,0.0062,2.10,2.10
3,scenario-02,step-37,warm,ondemand,0.000,0.0096,0.5037,0.0105,6.29,6.29
5,scenario-01,step-18,warm,ondemand,0.000,0.0037,0.1427,0.0038,2.10,2.10
4,scenario-01,step-31,warm,ondemand,0.000,0.0099,0.4914,0.0107,6.29,6.29
5,scenario-01,step-19,warm,ondemand,0.000,0.0036,0.1372,0.0032,2.10,2.10
5,scenario-01,step-20,warm,ondemand,0.000,0.0035,0.1382,0.0046,2.10,2.10
3,scenario-02,step-38,warm,ondemand,0.000,0.0100,0.4839,0.0097,6.29,6.29
5,scenario-01,step-21,warm,ondemand,0.000,0.0032,0.1403,0.0039,2.10,2.10
